customer_id,gender,is_senior_citizen,partner,dependents,partner_dependents,phone_service,internet_service,contract_type,payment_type,monthly_charges,total_charges,churn,tenure,avg charges,Check,Start Date,is_female,has_churned,has_phone,has_internet,has_phone_and_internet,Contract Type,Phone Service,Internet Service
1740-CSDJP,Male,0,No,No,0,0,1,0,Bank transfer (automatic),35.25,35.25,Yes,1.00,35.25,TRUE,20210712,FALSE,TRUE,FALSE,TRUE,FALSE,Month-to-Month,No Phone Service,DSL
1741-WTPON,Male,0,Yes,Yes,3,2,2,2,Mailed check,115.85,"6,567.90",No,56.69,115.85,TRUE,20161212,FALSE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,Fiber Optic
1744-JHKYS,Female,0,Yes,No,1,2,0,0,Electronic check,24.7,780.20,No,31.59,24.70,TRUE,20190112,TRUE,FALSE,TRUE,FALSE,FALSE,Month-to-Month,Two or More Lines,No Internet Service
1746-TGTWV,Male,0,Yes,No,1,1,2,0,Credit card (automatic),75.35,75.35,No,1.00,75.35,TRUE,20210712,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
1750-CSKKM,Male,0,No,Yes,2,1,1,0,Electronic check,55.35,449.75,Yes,8.13,55.35,TRUE,20201212,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
1751-NCDLI,Male,1,Yes,No,1,2,2,0,Electronic check,98.85,"4,564.90",No,46.18,98.85,TRUE,20171012,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
1752-OZXFY,Male,0,Yes,No,1,1,1,1,Mailed check,59.8,"3,561.15",No,59.55,59.80,TRUE,20160912,FALSE,FALSE,TRUE,TRUE,TRUE,1 Year,One Line,DSL
1754-GKYPY,Male,1,Yes,No,1,1,2,0,Bank transfer (automatic),89.75,"1,938.90",No,21.60,89.75,TRUE,20191112,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
1755-FZQEC,Male,0,No,No,0,1,0,1,Mailed check,19.9,791.15,No,39.76,19.90,TRUE,20180512,FALSE,FALSE,TRUE,FALSE,FALSE,1 Year,One Line,No Internet Service
1755-RMCXH,Male,0,Yes,Yes,3,1,0,0,Mailed check,20.3,40.25,No,1.98,20.30,TRUE,20210712,FALSE,FALSE,TRUE,FALSE,FALSE,Month-to-Month,One Line,No Internet Service
1757-TCATG,Male,0,Yes,Yes,3,1,0,1,Bank transfer (automatic),20.05,746.75,No,37.24,20.05,TRUE,20180712,FALSE,FALSE,TRUE,FALSE,FALSE,1 Year,One Line,No Internet Service
1760-CAZHT,Male,0,No,Yes,2,1,0,0,Mailed check,20.8,460.20,No,22.13,20.80,TRUE,20191012,FALSE,FALSE,TRUE,FALSE,FALSE,Month-to-Month,One Line,No Internet Service
1761-AEZZR,Male,0,No,No,0,1,2,0,Electronic check,79.55,79.55,Yes,1.00,79.55,TRUE,20210712,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
1763-KUAAW,Female,1,No,No,0,1,0,1,Bank transfer (automatic),20.35,369.60,No,18.16,20.35,TRUE,20200212,TRUE,FALSE,TRUE,FALSE,FALSE,1 Year,One Line,No Internet Service
1763-WQFUK,Male,0,No,No,0,1,1,0,Mailed check,50.5,147.75,No,2.93,50.50,TRUE,20210612,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
1764-VUUMT,Male,0,No,Yes,2,1,0,2,Credit card (automatic),19.95,"1,269.10",No,63.61,19.95,TRUE,20160512,FALSE,FALSE,TRUE,FALSE,FALSE,2 Year,One Line,No Internet Service
1766-GKNMI,Male,0,No,No,0,2,2,0,Electronic check,84.9,"2,516.20",No,29.64,84.90,TRUE,20190312,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
1767-CJKBA,Male,0,No,No,0,2,0,2,Mailed check,25.1,"1,697.70",No,67.64,25.10,TRUE,20160112,FALSE,FALSE,TRUE,FALSE,FALSE,2 Year,Two or More Lines,No Internet Service
1767-TGTKO,Female,0,Yes,Yes,3,1,1,0,Electronic check,45.45,411.75,No,9.06,45.45,TRUE,20201112,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
1768-HNVGJ,Female,1,No,No,0,2,1,0,Electronic check,70.05,"3,062.45",No,43.72,70.05,TRUE,20180112,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,DSL
1768-ZAIFU,Female,1,No,No,0,0,1,0,Electronic check,25.2,25.20,Yes,1.00,25.20,TRUE,20210712,TRUE,TRUE,FALSE,TRUE,FALSE,Month-to-Month,No Phone Service,DSL
1769-GRUIK,Female,0,No,No,0,1,2,0,Electronic check,71.1,"1,247.75",No,17.55,71.10,TRUE,20200312,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
1771-OADNZ,Male,1,Yes,No,1,2,2,0,Electronic check,95.9,"2,745.20",Yes,28.63,95.90,TRUE,20190412,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
1775-KWJKQ,Male,0,Yes,Yes,3,2,1,2,Credit card (automatic),89.85,"6,562.90",No,73.04,89.85,TRUE,20150712,FALSE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,DSL
1776-SPBWV,Female,0,Yes,Yes,3,1,0,1,Bank transfer (automatic),20.1,682.10,No,33.94,20.10,TRUE,20181112,TRUE,FALSE,TRUE,FALSE,FALSE,1 Year,One Line,No Internet Service
1777-JYQPJ,Male,0,No,No,0,0,1,0,Mailed check,24.3,38.45,No,1.58,24.30,TRUE,20210712,FALSE,FALSE,FALSE,TRUE,FALSE,Month-to-Month,No Phone Service,DSL
1779-PWPMG,Female,1,Yes,No,1,2,2,2,Bank transfer (automatic),114.65,"8,333.95",No,72.69,114.65,TRUE,20150812,TRUE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,Fiber Optic
1784-BXEFA,Female,0,No,No,0,1,0,0,Mailed check,20.55,187.35,No,9.12,20.55,TRUE,20201112,TRUE,FALSE,TRUE,FALSE,FALSE,Month-to-Month,One Line,No Internet Service
1784-EZDKJ,Male,0,Yes,No,1,2,2,1,Bank transfer (automatic),106.8,"5,498.80",No,51.49,106.80,TRUE,20170512,FALSE,FALSE,TRUE,TRUE,TRUE,1 Year,Two or More Lines,Fiber Optic
1785-BPHTP,Male,0,Yes,Yes,3,1,2,0,Electronic check,85.45,"2,289.90",No,26.80,85.45,TRUE,20190612,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
1790-NESIO,Female,0,No,No,0,1,0,2,Mailed check,20.4,261.30,No,12.81,20.40,TRUE,20200812,TRUE,FALSE,TRUE,FALSE,FALSE,2 Year,One Line,No Internet Service
1791-PQHBB,Female,0,No,Yes,2,1,1,0,Credit card (automatic),61.2,125.95,No,2.06,61.20,TRUE,20210612,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
1792-UXAFY,Female,1,No,No,0,1,2,0,Electronic check,89.15,"1,496.90",Yes,16.79,89.15,TRUE,20200412,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
1794-HBQTJ,Female,0,No,No,0,1,1,0,Credit card (automatic),48.6,48.60,Yes,1.00,48.60,TRUE,20210712,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
1794-SWWKL,Male,0,Yes,Yes,3,2,1,0,Bank transfer (automatic),59.65,867.10,No,14.54,59.65,TRUE,20200612,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,DSL
1796-JANOW,Female,0,No,No,0,1,0,0,Mailed check,19.95,38.15,No,1.91,19.95,TRUE,20210712,TRUE,FALSE,TRUE,FALSE,FALSE,Month-to-Month,One Line,No Internet Service
1803-BGNBD,Female,0,No,No,0,1,1,0,Electronic check,54.3,654.50,No,12.05,54.30,TRUE,20200812,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
1809-DMJHQ,Female,0,No,Yes,2,1,1,0,Mailed check,46,221.70,Yes,4.82,46.00,TRUE,20210412,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
1810-BOHSY,Male,0,Yes,No,1,2,2,1,Credit card (automatic),96.4,"4,911.05",No,50.94,96.40,TRUE,20170612,FALSE,FALSE,TRUE,TRUE,TRUE,1 Year,Two or More Lines,Fiber Optic
1810-MVMAI,Male,0,Yes,Yes,3,2,1,0,Electronic check,67.6,"2,000.20",No,29.59,67.60,TRUE,20190312,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,DSL
1813-JLKWR,Female,0,Yes,Yes,3,1,0,1,Bank transfer (automatic),19.8,"1,336.65",No,67.51,19.80,TRUE,20160112,TRUE,FALSE,TRUE,FALSE,FALSE,1 Year,One Line,No Internet Service
1813-JYWTO,Female,0,Yes,No,1,2,2,2,Bank transfer (automatic),80.45,"5,737.60",No,71.32,80.45,TRUE,20150912,TRUE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,Fiber Optic
1814-DKOLC,Female,0,No,No,0,2,0,0,Mailed check,25.45,134.75,No,5.29,25.45,TRUE,20210312,TRUE,FALSE,TRUE,FALSE,FALSE,Month-to-Month,Two or More Lines,No Internet Service
1814-WFGVS,Male,0,Yes,Yes,3,0,1,2,Mailed check,48.9,"3,527.00",No,72.13,48.90,TRUE,20150812,FALSE,FALSE,FALSE,TRUE,FALSE,2 Year,No Phone Service,DSL
1816-FLZDK,Male,0,No,No,0,0,1,0,Mailed check,29.15,29.15,No,1.00,29.15,TRUE,20210712,FALSE,FALSE,FALSE,TRUE,FALSE,Month-to-Month,No Phone Service,DSL
1818-ESQMW,Female,0,No,No,0,1,2,0,Electronic check,89.2,"2,383.60",No,26.72,89.20,TRUE,20190612,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
1820-DJFPH,Female,0,Yes,Yes,3,2,0,2,Bank transfer (automatic),24.05,"1,709.15",No,71.07,24.05,TRUE,20150912,TRUE,FALSE,TRUE,FALSE,FALSE,2 Year,Two or More Lines,No Internet Service
1820-TQVEV,Male,0,No,No,0,1,2,0,Electronic check,69.55,69.55,Yes,1.00,69.55,TRUE,20210712,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
1821-BUCWY,Male,0,No,No,0,1,1,2,Mailed check,55.65,"1,653.85",No,29.72,55.65,TRUE,20190312,FALSE,FALSE,TRUE,TRUE,TRUE,2 Year,One Line,DSL
1830-GGFNM,Male,0,Yes,Yes,3,2,2,2,Credit card (automatic),94.55,"6,078.75",No,64.29,94.55,TRUE,20160412,FALSE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,Fiber Optic
1830-IPXVJ,Female,0,Yes,Yes,3,1,0,2,Credit card (automatic),19.75,"1,311.60",No,66.41,19.75,TRUE,20160212,TRUE,FALSE,TRUE,FALSE,FALSE,2 Year,One Line,No Internet Service
1832-PEUTS,Male,0,Yes,Yes,3,2,2,2,Credit card (automatic),89.1,"5,411.65",No,60.74,89.10,TRUE,20160812,FALSE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,Fiber Optic
1833-TCXKK,Male,0,Yes,No,1,2,2,0,Bank transfer (automatic),107.75,"4,882.80",No,45.32,107.75,TRUE,20171112,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
1833-VGRUM,Female,1,No,No,0,2,2,0,Electronic check,74.2,74.20,Yes,1.00,74.20,TRUE,20210712,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
1834-ABKHQ,Female,0,Yes,Yes,3,1,1,1,Bank transfer (automatic),50.95,"2,610.65",No,51.24,50.95,TRUE,20170512,TRUE,FALSE,TRUE,TRUE,TRUE,1 Year,One Line,DSL
1834-WULEG,Male,0,Yes,Yes,3,1,0,1,Mailed check,20.25,439.75,No,21.72,20.25,TRUE,20191112,FALSE,FALSE,TRUE,FALSE,FALSE,1 Year,One Line,No Internet Service
1837-YQUCE,Female,0,No,No,0,0,1,2,Bank transfer (automatic),58.35,"4,214.25",No,72.22,58.35,TRUE,20150812,TRUE,FALSE,FALSE,TRUE,FALSE,2 Year,No Phone Service,DSL
1839-FBNFR,Female,0,Yes,Yes,3,1,0,2,Bank transfer (automatic),19.85,854.80,No,43.06,19.85,TRUE,20180112,TRUE,FALSE,TRUE,FALSE,FALSE,2 Year,One Line,No Internet Service
1839-UMACK,Male,0,No,No,0,2,0,1,Electronic check,25.05,949.85,No,37.92,25.05,TRUE,20180712,FALSE,FALSE,TRUE,FALSE,FALSE,1 Year,Two or More Lines,No Internet Service
1840-BIUOG,Male,0,No,No,0,2,1,1,Electronic check,68.7,"1,416.20",No,20.61,68.70,TRUE,20191212,FALSE,FALSE,TRUE,TRUE,TRUE,1 Year,Two or More Lines,DSL
1841-YSJGV,Male,0,Yes,No,1,2,2,2,Credit card (automatic),109.95,"7,852.40",No,71.42,109.95,TRUE,20150912,FALSE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,Fiber Optic
1842-EZJMK,Male,0,Yes,Yes,3,2,2,0,Electronic check,103.7,"5,071.05",Yes,48.90,103.70,TRUE,20170812,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
1843-TLSGD,Female,0,Yes,Yes,3,1,0,2,Mailed check,20.85,272.35,No,13.06,20.85,TRUE,20200712,TRUE,FALSE,TRUE,FALSE,FALSE,2 Year,One Line,No Internet Service
1845-CSBRZ,Female,1,Yes,Yes,3,2,2,0,Bank transfer (automatic),85.35,"1,961.60",No,22.98,85.35,TRUE,20191012,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
1845-ZLLIG,Male,0,No,No,0,1,1,0,Mailed check,50.15,50.15,No,1.00,50.15,TRUE,20210712,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
1846-XWOQN,Female,1,No,No,0,1,2,0,Electronic check,70.15,70.15,Yes,1.00,70.15,TRUE,20210712,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
1848-LBZHY,Female,0,Yes,No,1,1,1,0,Bank transfer (automatic),50.3,355.10,No,7.06,50.30,TRUE,20210112,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
1849-RJYIG,Female,0,No,No,0,1,1,0,Electronic check,60,487.75,No,8.13,60.00,TRUE,20201212,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
1850-AKQEP,Male,0,No,Yes,2,1,0,0,Mailed check,20.35,178.70,No,8.78,20.35,TRUE,20201212,FALSE,FALSE,TRUE,FALSE,FALSE,Month-to-Month,One Line,No Internet Service
1852-QSWCD,Male,0,Yes,Yes,3,2,0,2,Mailed check,24.8,"1,514.85",No,61.08,24.80,TRUE,20160712,FALSE,FALSE,TRUE,FALSE,FALSE,2 Year,Two or More Lines,No Internet Service
1852-XEMDW,Male,0,No,No,0,2,1,0,Mailed check,65.05,"1,427.55",No,21.95,65.05,TRUE,20191112,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,DSL
1853-ARAAQ,Female,0,No,No,0,0,1,0,Credit card (automatic),50.35,"1,277.50",No,25.37,50.35,TRUE,20190712,TRUE,FALSE,FALSE,TRUE,FALSE,Month-to-Month,No Phone Service,DSL
1853-UDXBW,Male,0,Yes,Yes,3,1,2,0,Electronic check,70,70.00,Yes,1.00,70.00,TRUE,20210712,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
1855-AGAWH,Male,0,Yes,No,1,1,2,1,Electronic check,93.8,"2,939.80",No,31.34,93.80,TRUE,20190112,FALSE,FALSE,TRUE,TRUE,TRUE,1 Year,One Line,Fiber Optic
1855-CFULU,Female,1,No,No,0,1,0,0,Mailed check,20.05,91.45,No,4.56,20.05,TRUE,20210412,TRUE,FALSE,TRUE,FALSE,FALSE,Month-to-Month,One Line,No Internet Service
1862-QRWPE,Female,0,Yes,Yes,3,1,0,2,Bank transfer (automatic),20.65,"1,057.00",No,51.19,20.65,TRUE,20170512,TRUE,FALSE,TRUE,FALSE,FALSE,2 Year,One Line,No Internet Service
1862-SKORY,Female,1,Yes,No,1,0,1,0,Electronic check,39.3,"1,637.40",Yes,41.66,39.30,TRUE,20180312,TRUE,TRUE,FALSE,TRUE,FALSE,Month-to-Month,No Phone Service,DSL
1866-DIOQZ,Female,0,Yes,No,1,0,1,1,Bank transfer (automatic),66.8,"4,689.15",No,70.20,66.80,TRUE,20151012,TRUE,FALSE,FALSE,TRUE,FALSE,1 Year,No Phone Service,DSL
1866-NXPSP,Female,0,No,No,0,1,1,1,Mailed check,75.55,"2,680.15",No,35.48,75.55,TRUE,20180912,TRUE,FALSE,TRUE,TRUE,TRUE,1 Year,One Line,DSL
1866-OBPNR,Male,0,Yes,Yes,3,1,2,0,Credit card (automatic),74.6,74.60,No,1.00,74.60,TRUE,20210712,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
1866-RZZQS,Male,1,No,No,0,2,2,0,Electronic check,98.4,"4,187.75",Yes,42.56,98.40,TRUE,20180212,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
1866-ZSLJM,Male,0,No,No,0,1,0,0,Credit card (automatic),20.5,402.85,No,19.65,20.50,TRUE,20200112,FALSE,FALSE,TRUE,FALSE,FALSE,Month-to-Month,One Line,No Internet Service
1867-BDVFH,Male,0,Yes,Yes,3,2,2,0,Electronic check,74.35,834.20,Yes,11.22,74.35,TRUE,20200912,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
1867-TJHTS,Female,0,No,No,0,2,2,0,Bank transfer (automatic),79.8,"4,526.85",No,56.73,79.80,TRUE,20161212,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
1871-MOWRM,Male,0,Yes,No,1,1,2,0,Bank transfer (automatic),80.85,866.45,Yes,10.72,80.85,TRUE,20201012,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
1872-EBWSC,Female,0,No,No,0,1,0,1,Mailed check,20.35,617.35,No,30.34,20.35,TRUE,20190212,TRUE,FALSE,TRUE,FALSE,FALSE,1 Year,One Line,No Internet Service
1875-QIVME,Female,0,Yes,No,1,2,2,0,Electronic check,104.4,242.80,Yes,2.33,104.40,TRUE,20210612,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
1877-HKBQX,Female,0,No,No,0,1,1,1,Mailed check,54.6,617.85,No,11.32,54.60,TRUE,20200912,TRUE,FALSE,TRUE,TRUE,TRUE,1 Year,One Line,DSL
1891-FZYSA,Male,1,Yes,No,1,2,2,0,Electronic check,89.95,"6,143.15",Yes,68.30,89.95,TRUE,20151212,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
1891-QRQSA,Male,1,Yes,Yes,3,2,2,2,Bank transfer (automatic),111.6,"7,099.00",No,63.61,111.60,TRUE,20160512,FALSE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,Fiber Optic
1891-UAWWU,Female,1,Yes,No,1,2,2,0,Electronic check,90.8,"1,951.00",Yes,21.49,90.80,TRUE,20191112,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
1894-IGFSG,Female,0,No,No,0,1,2,0,Electronic check,89.25,"1,907.85",Yes,21.38,89.25,TRUE,20191112,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
1895-QTKDO,Female,0,No,No,0,1,1,0,Credit card (automatic),43.95,43.95,No,1.00,43.95,TRUE,20210712,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
1897-OKVMW,Female,0,Yes,Yes,3,2,1,2,Mailed check,90.6,"5,817.45",No,64.21,90.60,TRUE,20160412,TRUE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,DSL
1897-RCFUM,Female,0,Yes,Yes,3,2,0,1,Mailed check,24.2,914.60,No,37.79,24.20,TRUE,20180712,TRUE,FALSE,TRUE,FALSE,FALSE,1 Year,Two or More Lines,No Internet Service
1898-JSNDC,Female,0,No,No,0,1,1,1,Credit card (automatic),58.6,"2,224.50",No,37.96,58.60,TRUE,20180712,TRUE,FALSE,TRUE,TRUE,TRUE,1 Year,One Line,DSL
1899-VXWXM,Male,0,No,No,0,2,2,1,Credit card (automatic),106.1,"5,082.80",Yes,47.91,106.10,TRUE,20170912,FALSE,TRUE,TRUE,TRUE,TRUE,1 Year,Two or More Lines,Fiber Optic
1902-XBTFB,Male,0,No,Yes,2,1,2,0,Electronic check,89.4,"2,001.50",Yes,22.39,89.40,TRUE,20191012,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
1904-WAJAA,Female,0,Yes,Yes,3,2,1,2,Electronic check,64.35,"1,558.65",No,24.22,64.35,TRUE,20190812,TRUE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,DSL
1905-OEILC,Female,0,No,No,0,1,0,0,Mailed check,19.5,19.50,No,1.00,19.50,TRUE,20210712,TRUE,FALSE,TRUE,FALSE,FALSE,Month-to-Month,One Line,No Internet Service
1907-UBQFC,Male,1,No,No,0,1,2,0,Electronic check,72.85,688.65,Yes,9.45,72.85,TRUE,20201112,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
1907-YLNYW,Male,0,No,No,0,1,1,0,Electronic check,66.7,579.00,No,8.68,66.70,TRUE,20201212,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
1910-FMXJM,Female,0,Yes,No,1,1,2,0,Electronic check,80.4,"2,937.65",No,36.54,80.40,TRUE,20180812,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
1915-IOFGU,Female,0,No,No,0,1,2,0,Electronic check,70.5,70.50,Yes,1.00,70.50,TRUE,20210712,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
1915-OAKWD,Female,0,No,Yes,2,1,0,1,Bank transfer (automatic),19.3,360.35,No,18.67,19.30,TRUE,20200212,TRUE,FALSE,TRUE,FALSE,FALSE,1 Year,One Line,No Internet Service
1918-ZBFQJ,Female,0,No,No,0,1,2,0,Electronic check,79.25,"1,111.65",Yes,14.03,79.25,TRUE,20200612,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
1919-RTPQD,Male,0,Yes,Yes,3,1,1,0,Electronic check,44.75,333.65,No,7.46,44.75,TRUE,20210112,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
1921-KYSAY,Female,0,No,No,0,2,1,1,Electronic check,68.6,"2,877.05",No,41.94,68.60,TRUE,20180312,TRUE,FALSE,TRUE,TRUE,TRUE,1 Year,Two or More Lines,DSL
1925-GMVBW,Female,0,No,No,0,1,0,0,Credit card (automatic),20.55,96.10,No,4.68,20.55,TRUE,20210412,TRUE,FALSE,TRUE,FALSE,FALSE,Month-to-Month,One Line,No Internet Service
1925-LFCZZ,Male,1,No,No,0,0,1,1,Bank transfer (automatic),50.05,"2,743.45",No,54.81,50.05,TRUE,20170212,FALSE,FALSE,FALSE,TRUE,FALSE,1 Year,No Phone Service,DSL
1925-TIBLE,Female,0,Yes,No,1,2,2,0,Electronic check,86.5,582.50,Yes,6.73,86.50,TRUE,20210212,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
1926-QUZNN,Female,0,Yes,No,1,2,0,2,Bank transfer (automatic),25.25,"1,841.20",No,72.92,25.25,TRUE,20150812,TRUE,FALSE,TRUE,FALSE,FALSE,2 Year,Two or More Lines,No Internet Service
1927-QEWMY,Female,0,Yes,No,1,1,0,2,Credit card (automatic),20.5,"1,502.25",No,73.28,20.50,TRUE,20150712,TRUE,FALSE,TRUE,FALSE,FALSE,2 Year,One Line,No Internet Service
1928-BXYIV,Male,0,No,No,0,2,1,0,Electronic check,61.15,61.15,No,1.00,61.15,TRUE,20210712,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,DSL
1929-ZCBHE,Male,0,Yes,Yes,3,0,1,1,Electronic check,40.3,"1,794.80",No,44.54,40.30,TRUE,20171212,FALSE,FALSE,FALSE,TRUE,FALSE,1 Year,No Phone Service,DSL
1930-BZLHI,Male,0,No,No,0,1,0,1,Mailed check,20.35,422.70,No,20.77,20.35,TRUE,20191212,FALSE,FALSE,TRUE,FALSE,FALSE,1 Year,One Line,No Internet Service
1930-QPBVZ,Male,0,Yes,Yes,3,1,2,2,Bank transfer (automatic),95.1,"6,683.40",No,70.28,95.10,TRUE,20151012,FALSE,FALSE,TRUE,TRUE,TRUE,2 Year,One Line,Fiber Optic
1930-WNXSB,Male,0,Yes,Yes,3,1,2,0,Electronic check,92.85,"5,305.05",No,57.14,92.85,TRUE,20161112,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
1932-UEDCX,Male,1,Yes,No,1,2,2,0,Bank transfer (automatic),100.6,"3,270.25",No,32.51,100.60,TRUE,20181212,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
1934-MKPXS,Male,0,Yes,Yes,3,1,0,1,Credit card (automatic),20.1,620.55,No,30.87,20.10,TRUE,20190212,FALSE,FALSE,TRUE,FALSE,FALSE,1 Year,One Line,No Internet Service
1934-SJVJK,Male,0,No,No,0,1,0,0,Mailed check,20.15,20.15,Yes,1.00,20.15,TRUE,20210712,FALSE,TRUE,TRUE,FALSE,FALSE,Month-to-Month,One Line,No Internet Service
1935-IMVBB,Male,0,Yes,No,1,1,2,0,Mailed check,89.7,"4,952.95",No,55.22,89.70,TRUE,20170112,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
1936-CZAKF,Male,0,Yes,No,1,0,1,2,Credit card (automatic),49.65,"2,409.90",No,48.54,49.65,TRUE,20170812,FALSE,FALSE,FALSE,TRUE,FALSE,2 Year,No Phone Service,DSL
1936-UAFEH,Female,0,No,No,0,2,2,2,Credit card (automatic),110.25,"7,279.35",No,66.03,110.25,TRUE,20160212,TRUE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,Fiber Optic
1937-OTUKY,Female,0,Yes,No,1,2,2,2,Bank transfer (automatic),98.2,"7,015.90",No,71.45,98.20,TRUE,20150912,TRUE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,Fiber Optic
1941-HOSAM,Male,0,Yes,Yes,3,1,2,0,Electronic check,90.1,90.10,No,1.00,90.10,TRUE,20210712,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
1942-OQFRW,Male,0,No,No,0,1,1,0,Electronic check,44,44.00,No,1.00,44.00,TRUE,20210712,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
1945-XISKS,Female,0,Yes,No,1,1,0,2,Mailed check,19.65,"1,335.20",No,67.95,19.65,TRUE,20160112,TRUE,FALSE,TRUE,FALSE,FALSE,2 Year,One Line,No Internet Service
